date,act_symbol,expiration,strike,call_put,bid,ask,implied_volatility,delta,gamma,theta,vega,stock_price,mid_price,BS_price,BT_price,MC_price,BS_error,BT_error,MC_error,BS_error_pct,BT_error_pct,MC_error_pct
2013-05-22,AAPL,2013-05-24,300.0,call,140.6,142.05,0.473,1.0,0.0,-0.8223,0.0,441.349995,141.325,141.43217552270198,141.43217552269905,141.57528400509216,0.10717552270199349,0.10717552269906605,0.2502840050921691,0.0758362092354456,0.07583620923337418,0.17709818156176835
2013-05-23,AAPL,2013-05-24,300.0,call,141.4,143.1,0.7321,1.0,0.0,-0.8223,0.0,442.139999,142.25,142.18109207575247,142.18109207575552,142.0261901761771,-0.0689079242475259,-0.06890792424448478,-0.22380982382290426,-0.048441423021107835,-0.04844142301896997,-0.15733555277532812
2013-05-24,AAPL,2013-05-24,300.0,call,144.65,145.5,0.3,1.0,0.0,0.0,0.0,445.150002,145.075,145.15000199999997,,145.15000199999992,0.07500199999998358,,0.07500199999992674,0.051698776494905105,,0.051698776494865935
2013-05-28,AAPL,2013-05-31,300.0,call,140.8,142.15,0.3904,1.0,0.0,-0.8223,0.0,441.44001,141.47500000000002,141.56327234161967,141.56327234161827,141.5125596828293,0.0882723416196427,0.08827234161825004,0.03755968282928279,0.06239430402519363,0.062394304024209236,0.02654863603412814
2013-05-29,AAPL,2013-05-31,300.0,call,144.3,145.75,0.3932,1.0,0.0,-0.8223,0.0,444.949997,145.025,145.032177522702,145.03217752269745,144.93296713652333,0.007177522701994121,0.007177522697446648,-0.09203286347667472,0.004949162352693757,0.004949162349558109,-0.06345999894961193
2013-05-30,AAPL,2013-05-31,300.0,call,150.95,152.45,0.4724,1.0,0.0,-0.8223,0.0,451.580002,151.7,151.62109507575246,151.62109507575641,151.67036124120017,-0.07890492424752438,-0.07890492424357376,-0.029638758799819698,-0.05201379317569174,-0.052013793173087526,-0.019537744759274688
2013-05-31,AAPL,2013-05-31,300.0,call,149.0,150.45,0.3,1.0,0.0,0.0,0.0,449.730026,149.725,149.730026,,149.730026,0.005026000000015074,,0.005026000000015074,0.0033568208382134404,,0.0033568208382134404
2013-06-03,AAPL,2013-06-07,330.0,call,118.55,121.1,0.3333,1.0,0.0,-0.9032,0.0,450.720009,119.82499999999999,120.90078138660397,120.9007813866015,120.65334151810856,1.0757813866039783,1.0757813866015056,0.8283415181085729,0.8977937714199694,0.8977937714179058,0.691292733660399
2013-06-04,AAPL,2013-06-07,330.0,call,118.45,120.1,0.3519,1.0,0.0,-0.9032,0.0,449.30999,119.275,119.44557857578167,119.44557857577942,119.43148507023695,0.17057857578166136,0.17057857577941604,0.1564850702369398,0.1430128491147863,0.14301284911290382,0.13119687297165356
2013-06-05,AAPL,2013-06-07,330.0,call,114.35,115.8,0.5017,1.0,0.0,-0.9032,0.0,445.110001,115.07499999999999,115.20039957497227,115.20039957496805,115.60267817327232,0.1253995749722776,0.12539957496805698,0.527678173272335,0.10897203994983934,0.10897203994617163,0.4585515301084815
2013-06-06,AAPL,2013-06-07,330.0,call,107.65,109.05,0.7453,1.0,0.0,-0.9032,0.0,438.459995,108.35,108.50519738332798,108.50519738333224,108.44279883266697,0.15519738332798738,0.15519738333225064,0.09279883266697198,0.14323708659712725,0.14323708660106196,0.08564728441806367
2013-06-07,AAPL,2013-06-07,330.0,call,111.55,112.4,0.3,1.0,0.0,0.0,0.0,441.810005,111.975,111.81000499999999,,111.81000500000003,-0.16499500000000467,,-0.16499499999996203,-0.14734985487832522,,-0.14734985487828714
2013-06-10,AAPL,2013-06-14,320.0,call,118.45,119.2,0.3716,1.0,0.0,-0.8758,0.0,438.889992,118.825,119.06528643549473,119.06528643549225,118.93154170895811,0.24028643549472406,0.24028643549225137,0.10654170895810466,0.20221875488720728,0.20221875488512633,0.08966270478275165
2013-06-11,AAPL,2013-06-14,320.0,call,117.5,118.25,0.4371,1.0,0.0,-0.8758,0.0,437.600002,117.875,117.73148183106099,117.73148183105948,117.50880421068926,-0.1435181689390106,-0.14351816894051694,-0.36619578931073704,-0.1217545441688319,-0.12175454417010982,-0.3106645084290452
2013-06-12,AAPL,2013-06-14,320.0,call,111.55,112.5,0.3207,1.0,0.0,-0.8758,0.0,432.189999,112.025,112.27765822421549,112.2776582242126,112.4503675483741,0.25265822421548023,0.25265822421259543,0.42536754837409774,0.2255373570323412,0.22553735702976604,0.37970769772291696
2013-06-13,AAPL,2013-06-14,320.0,call,115.65,116.5,0.6877,1.0,0.0,-0.8758,0.0,435.959991,116.075,116.00382361413597,116.00382361413916,116.20495643523033,-0.0711763858640353,-0.07117638586083785,0.1299564352303264,-0.061319307227254184,-0.061319307224499554,0.11195902238236176
2013-06-14,AAPL,2013-06-14,320.0,call,109.35,110.3,0.3,1.0,0.0,0.0,0.0,430.050003,109.82499999999999,110.050003,,110.05000300000005,0.22500300000001516,,0.2250030000000578,0.20487411791487836,,0.20487411791491722
2013-06-17,AAPL,2013-06-22,200.0,call,231.6,232.7,0.2612,1.0,0.0,-0.5474,0.0,432.000008,232.14999999999998,232.13694739896187,232.136947398958,232.11361158185588,-0.013052601038111789,-0.013052601041977141,-0.03638841814409943,-0.005622485909158643,-0.0056224859108236665,-0.015674528599655152
2013-06-18,AAPL,2013-06-22,200.0,call,231.1,232.0,0.2322,1.0,0.0,-0.5474,0.0,431.769989,231.55,231.87954802218425,231.87954802218144,231.85052367805918,0.32954802218424106,0.3295480221814273,0.30052367805916447,0.1423226180886379,0.14232261808742272,0.12978781172928716
2013-06-19,AAPL,2013-06-22,200.0,call,222.75,223.65,0.2764,1.0,0.0,-0.5474,0.0,422.999989,223.2,223.08216389441313,223.082163894412,223.20505723389522,-0.11783610558686064,-0.11783610558799751,0.005057233895229274,-0.052793954115976996,-0.05279395411648634,0.0022657857953536174
2013-06-20,AAPL,2013-06-22,200.0,call,216.1,217.2,0.2531,1.0,0.0,-0.5474,0.0,416.840008,216.64999999999998,216.8947950151347,216.89479501513105,216.9104090675657,0.2447950151347129,0.24479501513107493,0.2604090675657176,0.11299100629342854,0.11299100629174935,0.12019804641851724
2013-06-21,AAPL,2013-06-22,200.0,call,213.3,214.1,0.4567,1.0,0.0,-0.5474,0.0,413.500011,213.7,213.52740638383494,213.52740638383742,213.64676256122502,-0.1725936161650452,-0.17259361616257252,-0.053237438774971224,-0.08076444368977315,-0.08076444368861607,-0.024912231527829305
2013-06-24,AAPL,2013-06-28,315.0,call,86.45,88.05,0.3812,1.0,0.0,-0.8621,0.0,402.540001,87.25,87.71255646074599,87.71255646013626,87.75783245919476,0.46255646074598644,0.4625564601362555,0.5078324591947592,0.5301506713421048,0.5301506706432727,0.5820429331745091
2013-06-25,AAPL,2013-06-28,315.0,call,87.1,88.6,0.4335,1.0,0.0,-0.8621,0.0,402.62999,87.85,87.75941545912298,87.75941545878219,87.79519245511938,-0.09058454087701762,-0.09058454121780812,-0.05480754488061734,-0.10311273861925739,-0.10311273900718057,-0.06238764357497706
2013-06-26,AAPL,2013-06-28,315.0,call,82.35,83.7,0.4165,1.0,0.0,-0.8621,0.0,398.069992,83.025,83.15628154883711,83.15628154883346,83.26539587809881,0.13128154883710863,0.13128154883345644,0.24039587809880913,0.15812291338405132,0.15812291337965245,0.2895463753072076
2013-06-27,AAPL,2013-06-28,315.0,call,78.05,79.5,0.8182,1.0,0.0,-0.8622,0.0,393.779987,78.775,78.82313497808104,78.82313483839735,78.90956414408089,0.048134978081037616,0.04813483839734545,0.13456414408088335,0.061104383473230856,0.06110420615340584,0.1708208747456469
2013-06-28,AAPL,2013-06-28,315.0,call,80.75,82.1,0.3,1.0,0.0,0.0,0.0,396.53001,81.425,81.53001,,81.53000999999998,0.10501000000000715,,0.10500999999997873,0.12896530549586388,,0.12896530549582896
